[sundew] Sundew Algorithm — Demo
============================================================
Initial threshold: 0.780 | Energy: 100.0

01. environmental   [ok] processed  (sig=0.220, 0.002s, dE~9.5)         | energy   90.5 | thr 0.784
450. emergency       [ok] processed (sig=0.742, 0.003s, dE~11.6)        | energy   88.4 | thr 0.772
451. emergency       [idle] dormant | energy   89.5 | thr 0.775
452. security        [idle] dormant | energy   90.3 | thr 0.777
453. environmental   [idle] dormant | energy   91.9 | thr 0.778
454. emergency       [idle] dormant | energy   92.8 | thr 0.779
455. environmental   [idle] dormant | energy   95.0 | thr 0.779
456. environmental   [idle] dormant | energy   96.0 | thr 0.778
457. health_monitor  [idle] dormant | energy   96.8 | thr 0.777
458. health_monitor  [idle] dormant | energy   97.8 | thr 0.776
459. system_alert    [idle] dormant | energy   98.3 | thr 0.774
460. environmental   [idle] dormant | energy  100.0 | thr 0.771
461. system_alert    [idle] dormant | energy  100.0 | thr 0.768
462. health_monitor  [idle] dormant | energy  100.0 | thr 0.766
463. emergency       [idle] dormant | energy  100.0 | thr 0.763
464. environmental   [idle] dormant | energy  100.0 | thr 0.760
465. system_alert    [idle] dormant | energy  100.0 | thr 0.757
466. security        [idle] dormant | energy  100.0 | thr 0.754
467. health_monitor  [idle] dormant | energy  100.0 | thr 0.751
468. health_monitor  [idle] dormant | energy  100.0 | thr 0.749
469. system_alert    [idle] dormant | energy  100.0 | thr 0.746
470. system_alert    [idle] dormant | energy  100.0 | thr 0.743
471. health_monitor  [idle] dormant | energy  100.0 | thr 0.740
472. health_monitor  [idle] dormant | energy  100.0 | thr 0.737
473. system_alert    [idle] dormant | energy  100.0 | thr 0.734
474. emergency       [idle] dormant | energy  100.0 | thr 0.731
475. health_monitor  [idle] dormant | energy  100.0 | thr 0.728
476. emergency       [idle] dormant | energy  100.0 | thr 0.725
477. health_monitor  [idle] dormant | energy  100.0 | thr 0.722
478. system_alert    [idle] dormant | energy  100.0 | thr 0.719
479. system_alert    [idle] dormant | energy  100.0 | thr 0.716
480. system_alert    [idle] dormant | energy  100.0 | thr 0.713
481. environmental   [idle] dormant | energy  100.0 | thr 0.710
482. environmental   [idle] dormant | energy  100.0 | thr 0.707
483. emergency       [ok] processed (sig=0.589, 0.003s, dE~11.0)        | energy   89.0 | thr 0.710
484. health_monitor  [idle] dormant | energy   91.0 | thr 0.712
485. emergency       [ok] processed (sig=0.730, 0.003s, dE~11.5)        | energy   79.5 | thr 0.721
486. health_monitor  [idle] dormant | energy   81.1 | thr 0.729
487. health_monitor  [idle] dormant | energy   82.7 | thr 0.736
488. environmental   [idle] dormant | energy   84.8 | thr 0.742
489. system_alert    [idle] dormant | energy   87.0 | thr 0.747
490. system_alert    [idle] dormant | energy   89.1 | thr 0.750
491. health_monitor  [idle] dormant | energy   90.3 | thr 0.753
492. security        [idle] dormant | energy   92.7 | thr 0.754
493. system_alert    [idle] dormant | energy   95.1 | thr 0.754
494. system_alert    [idle] dormant | energy   97.1 | thr 0.752
495. system_alert    [idle] dormant | energy   99.5 | thr 0.750
496. environmental   [idle] dormant | energy  100.0 | thr 0.748
497. security        [idle] dormant | energy  100.0 | thr 0.745
498. health_monitor  [idle] dormant | energy  100.0 | thr 0.743
499. system_alert    [idle] dormant | energy  100.0 | thr 0.740
500. emergency       [ok] processed (sig=0.692, 0.003s, dE~11.4)        | energy   88.6 | thr 0.744

[done] Final Report (Enhanced v0.3.0)
============================================================
Performance Metrics:
  Total Events              :      500
  Activations               :       33
  Activation Rate           :    6.6%
  EMA Activation Rate       :   17.3%

Energy Analysis:
  Energy Remaining          :    88.6
  Total Energy Spent        :   609.8
  Net Energy Consumed       :  -344.8
  Energy Recovered          :   954.6
  Processing Energy         :   376.3
  Dormancy Energy           :   233.5
  Energy Savings            :    89.0%
  Performance Rating        : Good

Control System:
  Final Threshold           :   0.744
  Threshold Utilization     :   75.5%
  Hysteresis Gap            :   0.020
  EMA Alpha                 :   0.150
  EMA Discrepancy           :   0.107
  Avg Processing Time       :   0.003s
  Convergence Status        : Oscillating

Optimization Suggestions:
  - Consider adjusting EMA alpha for better rate tracking
  - High integral error - consider anti-windup measures
  - Consider tuning PI controller gains for better stability
